before_id,after_id,iou,before_h_m,after_h_m,delta_m,class,area_m2,reason
428,428,1.0,12.81,12.81,0.0,INCONCLUSIVE,79.5,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (3.2 m here) -- damage cannot be ruled out at this precision"
427,427,1.0,14.94,14.94,0.0,INCONCLUSIVE,79.8,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (3.7 m here) -- damage cannot be ruled out at this precision"
426,426,1.0,19.73,19.73,0.0,INCONCLUSIVE,80.0,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (4.9 m here) -- damage cannot be ruled out at this precision"
425,425,1.0,21.33,21.33,0.0,INCONCLUSIVE,80.0,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (5.3 m here) -- damage cannot be ruled out at this precision"
424,424,1.0,18.96,18.96,0.0,INCONCLUSIVE,80.1,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (4.7 m here) -- damage cannot be ruled out at this precision"
423,423,1.0,7.81,7.81,0.0,INCONCLUSIVE,80.1,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (2.0 m here) -- damage cannot be ruled out at this precision"
422,422,1.0,17.17,17.17,0.0,INCONCLUSIVE,80.2,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (4.3 m here) -- damage cannot be ruled out at this precision"
421,421,1.0,19.65,19.65,0.0,INCONCLUSIVE,80.2,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (4.9 m here) -- damage cannot be ruled out at this precision"
420,420,1.0,13.05,13.05,0.0,INCONCLUSIVE,80.4,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (3.3 m here) -- damage cannot be ruled out at this precision"
419,419,1.0,7.55,7.55,0.0,INCONCLUSIVE,80.4,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (1.9 m here) -- damage cannot be ruled out at this precision"
418,418,1.0,23.83,23.83,0.0,INCONCLUSIVE,80.8,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (6.0 m here) -- damage cannot be ruled out at this precision"
416,416,1.0,23.87,23.87,0.0,INCONCLUSIVE,80.9,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (6.0 m here) -- damage cannot be ruled out at this precision"
415,415,1.0,21.6,21.6,0.0,INCONCLUSIVE,81.0,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (5.4 m here) -- damage cannot be ruled out at this precision"
414,414,1.0,12.74,12.74,0.0,INCONCLUSIVE,81.5,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (3.2 m here) -- damage cannot be ruled out at this precision"
413,413,1.0,7.91,7.91,0.0,INCONCLUSIVE,81.7,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (2.0 m here) -- damage cannot be ruled out at this precision"
412,412,1.0,9.24,9.24,0.0,INCONCLUSIVE,82.8,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (2.3 m here) -- damage cannot be ruled out at this precision"
410,410,1.0,7.14,7.14,0.0,INCONCLUSIVE,83.4,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (1.8 m here) -- damage cannot be ruled out at this precision"
409,409,1.0,19.68,19.68,0.0,INCONCLUSIVE,83.6,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (4.9 m here) -- damage cannot be ruled out at this precision"
407,407,1.0,6.41,6.41,0.0,INCONCLUSIVE,84.2,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (1.6 m here) -- damage cannot be ruled out at this precision"
406,406,1.0,19.73,19.73,0.0,INCONCLUSIVE,84.4,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (4.9 m here) -- damage cannot be ruled out at this precision"
404,404,1.0,11.6,11.6,0.0,INCONCLUSIVE,85.0,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (2.9 m here) -- damage cannot be ruled out at this precision"
403,403,1.0,15.95,15.95,0.0,INCONCLUSIVE,85.1,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (4.0 m here) -- damage cannot be ruled out at this precision"
401,401,1.0,7.31,7.31,0.0,INCONCLUSIVE,86.0,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (1.8 m here) -- damage cannot be ruled out at this precision"
400,400,1.0,15.38,15.38,0.0,INCONCLUSIVE,86.0,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (3.8 m here) -- damage cannot be ruled out at this precision"
399,399,1.0,20.27,20.27,0.0,INCONCLUSIVE,86.3,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (5.1 m here) -- damage cannot be ruled out at this precision"
398,398,1.0,14.3,14.3,0.0,INCONCLUSIVE,86.6,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (3.6 m here) -- damage cannot be ruled out at this precision"
397,397,1.0,16.42,16.42,0.0,INCONCLUSIVE,87.7,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (4.1 m here) -- damage cannot be ruled out at this precision"
396,396,1.0,20.42,20.42,0.0,INCONCLUSIVE,88.0,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (5.1 m here) -- damage cannot be ruled out at this precision"
395,395,1.0,18.99,18.99,0.0,INCONCLUSIVE,88.1,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (4.7 m here) -- damage cannot be ruled out at this precision"
393,393,1.0,9.43,9.43,0.0,INCONCLUSIVE,88.7,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (2.4 m here) -- damage cannot be ruled out at this precision"
392,392,1.0,17.77,17.77,0.0,INCONCLUSIVE,88.7,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (4.4 m here) -- damage cannot be ruled out at this precision"
391,391,1.0,24.65,24.65,0.0,INCONCLUSIVE,89.0,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (6.2 m here) -- damage cannot be ruled out at this precision"
390,390,1.0,19.7,19.7,0.0,INCONCLUSIVE,89.5,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (4.9 m here) -- damage cannot be ruled out at this precision"
388,388,1.0,9.0,9.0,0.0,INCONCLUSIVE,90.3,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (2.2 m here) -- damage cannot be ruled out at this precision"
387,387,1.0,10.62,10.62,0.0,INCONCLUSIVE,90.5,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (2.7 m here) -- damage cannot be ruled out at this precision"
385,385,1.0,23.66,23.66,0.0,INCONCLUSIVE,91.5,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (5.9 m here) -- damage cannot be ruled out at this precision"
382,382,1.0,5.05,5.05,0.0,INCONCLUSIVE,92.8,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (1.3 m here) -- damage cannot be ruled out at this precision"
381,381,1.0,12.94,12.94,0.0,INCONCLUSIVE,92.8,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (3.2 m here) -- damage cannot be ruled out at this precision"
380,380,1.0,15.85,15.85,0.0,INCONCLUSIVE,94.2,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (4.0 m here) -- damage cannot be ruled out at this precision"
378,378,1.0,20.89,20.89,0.0,INCONCLUSIVE,94.3,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (5.2 m here) -- damage cannot be ruled out at this precision"
376,376,1.0,15.45,15.45,0.0,INCONCLUSIVE,94.8,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (3.9 m here) -- damage cannot be ruled out at this precision"
375,375,1.0,21.51,21.51,0.0,INCONCLUSIVE,95.2,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (5.4 m here) -- damage cannot be ruled out at this precision"
373,373,1.0,10.57,10.57,0.0,INCONCLUSIVE,96.7,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (2.6 m here) -- damage cannot be ruled out at this precision"
372,372,1.0,10.44,10.44,0.0,INCONCLUSIVE,96.9,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (2.6 m here) -- damage cannot be ruled out at this precision"
371,371,1.0,5.78,5.78,0.0,INCONCLUSIVE,97.5,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (1.4 m here) -- damage cannot be ruled out at this precision"
370,370,1.0,15.93,15.93,0.0,INCONCLUSIVE,97.8,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (4.0 m here) -- damage cannot be ruled out at this precision"
369,369,1.0,19.1,19.1,0.0,INCONCLUSIVE,97.8,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (4.8 m here) -- damage cannot be ruled out at this precision"
366,366,1.0,18.37,18.37,0.0,INCONCLUSIVE,99.5,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (4.6 m here) -- damage cannot be ruled out at this precision"
365,365,1.0,10.25,10.25,0.0,INCONCLUSIVE,99.5,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (2.6 m here) -- damage cannot be ruled out at this precision"
364,364,1.0,15.96,15.96,0.0,INCONCLUSIVE,99.6,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (4.0 m here) -- damage cannot be ruled out at this precision"
362,362,1.0,9.67,9.67,0.0,INCONCLUSIVE,100.9,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (2.4 m here) -- damage cannot be ruled out at this precision"
360,360,1.0,10.24,10.24,0.0,INCONCLUSIVE,101.2,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (2.6 m here) -- damage cannot be ruled out at this precision"
357,357,1.0,21.89,21.89,0.0,INCONCLUSIVE,102.6,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (5.5 m here) -- damage cannot be ruled out at this precision"
356,356,1.0,13.15,13.15,0.0,INCONCLUSIVE,102.8,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (3.3 m here) -- damage cannot be ruled out at this precision"
354,354,1.0,5.7,5.7,0.0,INCONCLUSIVE,102.9,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (1.4 m here) -- damage cannot be ruled out at this precision"
353,353,1.0,12.79,12.79,0.0,INCONCLUSIVE,103.1,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (3.2 m here) -- damage cannot be ruled out at this precision"
352,352,1.0,15.0,15.0,0.0,INCONCLUSIVE,103.3,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (3.8 m here) -- damage cannot be ruled out at this precision"
351,351,1.0,15.73,15.73,0.0,INCONCLUSIVE,104.1,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (3.9 m here) -- damage cannot be ruled out at this precision"
350,350,1.0,15.8,15.8,0.0,INCONCLUSIVE,106.3,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (4.0 m here) -- damage cannot be ruled out at this precision"
347,347,1.0,15.5,15.5,0.0,INCONCLUSIVE,107.7,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (3.9 m here) -- damage cannot be ruled out at this precision"
346,346,1.0,17.0,17.0,0.0,INCONCLUSIVE,108.1,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (4.2 m here) -- damage cannot be ruled out at this precision"
345,345,1.0,12.86,12.86,0.0,INCONCLUSIVE,109.2,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (3.2 m here) -- damage cannot be ruled out at this precision"
344,344,1.0,6.31,6.31,0.0,INCONCLUSIVE,109.5,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (1.6 m here) -- damage cannot be ruled out at this precision"
342,342,1.0,11.9,11.9,0.0,INCONCLUSIVE,110.0,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (3.0 m here) -- damage cannot be ruled out at this precision"
340,340,1.0,2.3,2.3,0.0,INCONCLUSIVE,110.7,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (0.6 m here) -- damage cannot be ruled out at this precision"
338,338,1.0,14.01,14.01,0.0,INCONCLUSIVE,111.6,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (3.5 m here) -- damage cannot be ruled out at this precision"
336,336,1.0,21.28,21.28,0.0,INCONCLUSIVE,112.3,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (5.3 m here) -- damage cannot be ruled out at this precision"
335,335,1.0,17.68,17.68,0.0,INCONCLUSIVE,112.7,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (4.4 m here) -- damage cannot be ruled out at this precision"
334,334,1.0,3.31,3.31,0.0,INCONCLUSIVE,112.8,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (0.8 m here) -- damage cannot be ruled out at this precision"
333,333,1.0,20.74,20.74,0.0,INCONCLUSIVE,113.0,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (5.2 m here) -- damage cannot be ruled out at this precision"
331,331,1.0,20.23,20.23,0.0,INCONCLUSIVE,114.2,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (5.1 m here) -- damage cannot be ruled out at this precision"
330,330,1.0,10.91,10.91,0.0,INCONCLUSIVE,114.3,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (2.7 m here) -- damage cannot be ruled out at this precision"
328,328,1.0,4.87,4.87,0.0,INCONCLUSIVE,115.2,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (1.2 m here) -- damage cannot be ruled out at this precision"
325,325,1.0,3.37,3.37,0.0,INCONCLUSIVE,116.6,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (0.8 m here) -- damage cannot be ruled out at this precision"
324,324,1.0,22.27,22.27,0.0,INCONCLUSIVE,116.8,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (5.6 m here) -- damage cannot be ruled out at this precision"
323,323,1.0,3.43,3.43,0.0,INCONCLUSIVE,116.9,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (0.9 m here) -- damage cannot be ruled out at this precision"
322,322,1.0,3.34,3.34,0.0,INCONCLUSIVE,117.0,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (0.8 m here) -- damage cannot be ruled out at this precision"
321,321,1.0,4.08,4.08,0.0,INCONCLUSIVE,117.2,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (1.0 m here) -- damage cannot be ruled out at this precision"
320,320,1.0,21.9,21.9,0.0,INCONCLUSIVE,117.5,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (5.5 m here) -- damage cannot be ruled out at this precision"
319,319,1.0,8.35,8.35,0.0,INCONCLUSIVE,118.5,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (2.1 m here) -- damage cannot be ruled out at this precision"
318,318,1.0,8.18,8.18,0.0,INCONCLUSIVE,118.8,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (2.0 m here) -- damage cannot be ruled out at this precision"
317,317,1.0,11.19,11.19,0.0,INCONCLUSIVE,119.6,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (2.8 m here) -- damage cannot be ruled out at this precision"
316,316,1.0,13.28,13.28,0.0,INCONCLUSIVE,120.6,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (3.3 m here) -- damage cannot be ruled out at this precision"
315,315,1.0,13.62,13.62,0.0,INCONCLUSIVE,121.0,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (3.4 m here) -- damage cannot be ruled out at this precision"
314,314,1.0,14.36,14.36,0.0,INCONCLUSIVE,121.1,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (3.6 m here) -- damage cannot be ruled out at this precision"
313,313,1.0,7.25,7.25,0.0,INCONCLUSIVE,121.4,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (1.8 m here) -- damage cannot be ruled out at this precision"
312,312,1.0,17.08,17.08,0.0,INCONCLUSIVE,121.8,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (4.3 m here) -- damage cannot be ruled out at this precision"
311,311,1.0,10.15,10.15,0.0,INCONCLUSIVE,123.2,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (2.5 m here) -- damage cannot be ruled out at this precision"
310,310,1.0,3.16,3.16,0.0,INCONCLUSIVE,123.3,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (0.8 m here) -- damage cannot be ruled out at this precision"
309,309,1.0,3.15,3.15,0.0,INCONCLUSIVE,126.8,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (0.8 m here) -- damage cannot be ruled out at this precision"
308,308,1.0,4.04,4.04,0.0,INCONCLUSIVE,127.8,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (1.0 m here) -- damage cannot be ruled out at this precision"
307,307,1.0,8.13,8.13,0.0,INCONCLUSIVE,128.2,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (2.0 m here) -- damage cannot be ruled out at this precision"
306,306,1.0,15.87,15.87,0.0,INCONCLUSIVE,128.2,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (4.0 m here) -- damage cannot be ruled out at this precision"
305,305,1.0,21.89,21.89,0.0,INCONCLUSIVE,128.6,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (5.5 m here) -- damage cannot be ruled out at this precision"
304,304,1.0,17.71,17.71,0.0,INCONCLUSIVE,129.3,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (4.4 m here) -- damage cannot be ruled out at this precision"
303,303,1.0,9.64,9.64,0.0,INCONCLUSIVE,130.0,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (2.4 m here) -- damage cannot be ruled out at this precision"
302,302,1.0,10.36,10.36,0.0,INCONCLUSIVE,130.2,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (2.6 m here) -- damage cannot be ruled out at this precision"
300,300,1.0,8.21,8.21,0.0,INCONCLUSIVE,131.7,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (2.1 m here) -- damage cannot be ruled out at this precision"
299,299,1.0,2.4,2.4,0.0,INCONCLUSIVE,132.0,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (0.6 m here) -- damage cannot be ruled out at this precision"
298,298,1.0,12.59,12.59,0.0,INCONCLUSIVE,133.7,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (3.1 m here) -- damage cannot be ruled out at this precision"
297,297,1.0,4.72,4.72,0.0,INCONCLUSIVE,134.3,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (1.2 m here) -- damage cannot be ruled out at this precision"
296,296,1.0,8.03,8.03,0.0,INCONCLUSIVE,135.1,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (2.0 m here) -- damage cannot be ruled out at this precision"
294,294,1.0,18.11,18.11,0.0,INCONCLUSIVE,136.4,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (4.5 m here) -- damage cannot be ruled out at this precision"
293,293,1.0,18.7,18.7,0.0,INCONCLUSIVE,136.8,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (4.7 m here) -- damage cannot be ruled out at this precision"
290,290,1.0,22.37,22.37,0.0,INCONCLUSIVE,138.6,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (5.6 m here) -- damage cannot be ruled out at this precision"
289,289,1.0,3.06,3.06,0.0,INCONCLUSIVE,139.6,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (0.8 m here) -- damage cannot be ruled out at this precision"
288,288,1.0,4.22,4.22,0.0,INCONCLUSIVE,140.2,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (1.1 m here) -- damage cannot be ruled out at this precision"
287,287,1.0,5.79,5.79,0.0,INCONCLUSIVE,141.8,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (1.4 m here) -- damage cannot be ruled out at this precision"
286,286,1.0,8.26,8.26,0.0,INCONCLUSIVE,142.2,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (2.1 m here) -- damage cannot be ruled out at this precision"
285,285,1.0,21.03,21.03,0.0,INCONCLUSIVE,142.5,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (5.3 m here) -- damage cannot be ruled out at this precision"
284,284,1.0,19.74,19.74,0.0,INCONCLUSIVE,143.1,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (4.9 m here) -- damage cannot be ruled out at this precision"
283,283,1.0,7.67,7.67,0.0,INCONCLUSIVE,143.6,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (1.9 m here) -- damage cannot be ruled out at this precision"
281,281,1.0,19.71,19.71,0.0,INCONCLUSIVE,146.7,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (4.9 m here) -- damage cannot be ruled out at this precision"
280,280,1.0,21.43,21.43,0.0,INCONCLUSIVE,147.2,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (5.4 m here) -- damage cannot be ruled out at this precision"
279,279,1.0,18.52,18.52,0.0,INCONCLUSIVE,147.3,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (4.6 m here) -- damage cannot be ruled out at this precision"
278,278,1.0,6.48,6.48,0.0,INCONCLUSIVE,148.1,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (1.6 m here) -- damage cannot be ruled out at this precision"
277,277,1.0,11.1,11.1,0.0,INCONCLUSIVE,148.4,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (2.8 m here) -- damage cannot be ruled out at this precision"
276,276,1.0,8.75,8.75,0.0,INCONCLUSIVE,148.5,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (2.2 m here) -- damage cannot be ruled out at this precision"
275,275,1.0,11.29,11.29,0.0,INCONCLUSIVE,148.9,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (2.8 m here) -- damage cannot be ruled out at this precision"
274,274,1.0,13.41,13.41,0.0,INCONCLUSIVE,150.6,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (3.4 m here) -- damage cannot be ruled out at this precision"
273,273,1.0,8.29,8.29,0.0,INCONCLUSIVE,151.3,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (2.1 m here) -- damage cannot be ruled out at this precision"
272,272,1.0,11.5,11.5,0.0,INCONCLUSIVE,151.6,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (2.9 m here) -- damage cannot be ruled out at this precision"
271,271,1.0,6.76,6.76,0.0,INCONCLUSIVE,152.2,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (1.7 m here) -- damage cannot be ruled out at this precision"
268,268,1.0,6.03,6.03,0.0,INCONCLUSIVE,154.8,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (1.5 m here) -- damage cannot be ruled out at this precision"
267,267,1.0,14.3,14.3,0.0,INCONCLUSIVE,154.8,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (3.6 m here) -- damage cannot be ruled out at this precision"
266,266,1.0,8.41,8.41,0.0,INCONCLUSIVE,156.1,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (2.1 m here) -- damage cannot be ruled out at this precision"
265,265,1.0,5.61,5.61,0.0,INCONCLUSIVE,156.6,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (1.4 m here) -- damage cannot be ruled out at this precision"
264,264,1.0,7.42,7.42,0.0,INCONCLUSIVE,158.1,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (1.9 m here) -- damage cannot be ruled out at this precision"
263,263,1.0,10.87,10.87,0.0,INCONCLUSIVE,158.2,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (2.7 m here) -- damage cannot be ruled out at this precision"
261,261,1.0,7.06,7.06,0.0,INCONCLUSIVE,159.8,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (1.8 m here) -- damage cannot be ruled out at this precision"
260,260,1.0,7.65,7.65,0.0,INCONCLUSIVE,160.4,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (1.9 m here) -- damage cannot be ruled out at this precision"
259,259,1.0,18.74,18.74,0.0,INCONCLUSIVE,160.4,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (4.7 m here) -- damage cannot be ruled out at this precision"
257,257,1.0,7.66,7.66,0.0,INCONCLUSIVE,162.1,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (1.9 m here) -- damage cannot be ruled out at this precision"
256,256,1.0,13.37,13.37,0.0,INCONCLUSIVE,162.2,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (3.3 m here) -- damage cannot be ruled out at this precision"
